ix1,iy1,iz1,E111,E112,E113,E121,E122,E123,E131,E132,E133,E211,E212,E213,E221,E222,E223,E231,E232,E233,E311,E312,E313,E321,E322,E323,E331,E332,E333,trueE,ECube2,sumE
15,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72163,0,0,0,0,0,0,0.377427,0,0,0,0,0,0,1.66034,0.377427,2.39777
3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.996545,1.05222,0,0,0,0,0,0,0,0,0.21798,0,0,0,0,3.21148,0.996545,2.43438
12,16,7,0,0,0,0,0.234612,0,0,0,0,0,0,0,0,2.25319,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22487,0.234612,2.59272
6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96827,0,0,0,0,0,0,0,0,0.382287,0,0,0,0,3.1831,0.382287,3.35056
10,8,7,0,0,0,0,0,0,0,0,0,0,0.342929,0,0,1.91411,0,0,0,0,0,0,0,0,0.132091,0,0,0,0,2.2808,0.378664,2.7678
14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10086,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82019,0.369542,2.72344
4,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48955,0,0,0,0,0,0,0,0,0,0,0.213521,0,0,3.64127,0.213521,3.70307
11,7,6,0,0.352118,0,0,0,0,0,0,0,0,0,0,0.767145,2.07904,0,0,0,0,0,0,0,0,0.21926,0,0,0,0,3.78597,0.767145,3.41756
7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47432,0.112177,0,0,0,0,0,0,0,0,0,0,0,0,0.537681,0.29811,0.884607
7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85941,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38733,0.449474,3.30889
1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37303,0,0.168258,0,0,0,0,0,0,0,0,0,0,0,1.74457,0.168258,2.68993
14,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13218,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09959,0.127281,0.259461
2,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12149,0.168293,0,0,0,0,0,0,0,0,0,0,0,0,5.78332,0.168293,6.44004
7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.178927,4.83335,0,0,3.68074,0,0,0,0,0,0,0,0,0,0,8.31262,3.68074,8.69302
5,9,8,0,0.269799,0,0,1.00222,0,0,0,0,0,0,0,0,2.10237,0.223922,0,0,0,0,0,0,0,0,0,0,0,0,3.0377,1.00222,3.79038
11,12,3,0,0,0,0,0,0,0,0,0,0,0.116442,0,0,1.59777,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49117,0.184107,1.89831
9,5,9,0,0,0,0,0.455332,0,0,0,0,0,0,0,0,0.491667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64416,0.455332,1.10126
8,11,7,0,0.199619,0,0,0,0,0,0,0,0,0,0,0,2.11178,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98886,0.199619,2.44813
6,3,6,0,0.199519,0,0,0,0,0,0,0,0,0,0,1.33295,3.07077,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15617,1.33295,4.7885
12,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42327,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42316,0.187275,1.61055
16,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988593,0.105587,1.61993
4,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5598,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46122,0,2.5598
11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810393,0.156365,0.86071
8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07349,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55453,0.179453,1.25295
5,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15202,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18251,0.26285,1.41487
8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77035,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78507,0,4.77035
15,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09485,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8224,0,2.09485
2,5,7,0,0,0,0,0,0,0,0.470798,0,0,0,0,0,1.16942,0,0,1.16623,0,0,0,0,0,0.107249,0,0,0,0,2.33063,1.16623,2.91369
7,9,8,0,0,0,0,0,0,0,0,0,0.143734,0,0,0.179337,2.47849,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04979,0.213247,3.01481
16,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19154,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0718,0.312976,2.66916
16,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0.113107,0.446438,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24879,0.256453,0.961714
10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17247,0,0,0,0,0,0,0,0,0.102819,0,0,0,0,2.70077,0.120826,3.39611
2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20635,0,0,0.349285,0,0,0,0,0,0,0,0,0,0,1.59682,0.349285,2.55564
9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168402,0,0.319662
1,13,6,0,0,0,0,0,0,0,0,0,0.300534,0,0,0,0.619176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672374,0.300534,0.919711
13,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56886,0.331922,0.119392,0,0,0,0,0,0,0,0,0.182358,0,0,5.49283,0.331922,6.20253
10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44314,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33696,0.130625,1.57377
6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35964,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27533,0.205595,3.66535
1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11144,0.501588,0,0,0,0,0,0,0,0.240001,0,0,0,0,3.52594,0.501588,2.85303
8,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26591,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36797,0.26396,2.52987
7,1,6,0,0,0,0.128357,0,0,0,0,0,0,0,0,0,0.42578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217731,0.267718,0.821855
16,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34291,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14925,0.342149,4.68506
8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49863,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32924,0.142025,1.64065
11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14707,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1556,0.269999,1.41707
14,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05901,0,0,0.490708,0,0,0,0,0,0,0,0,0,0,3.97988,0.490708,3.54972
11,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02599,0,0,0,0,0,0,0,0,0.552169,0,0,0,0,2.36065,0.552169,2.57816
15,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96921,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90455,0.206146,2.50156
11,10,3,0,0,0,0.121477,0.741218,0,0,0,0,0,0,0,0,1.86468,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42517,0.741218,2.84765
1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52276,0,0,0,0,0,0,0,0,0,0,0,0.181287,0,3.2637,0.181287,3.70405
13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7882,0,0,0,0,0,0,0,0,0,0.336157,0,0,0,2.43818,0.336157,2.12435
6,16,8,0,0.173013,0,0,0,0,0,0,0,0,0,0,0,1.81942,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53573,0.276398,2.40526
14,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0.116753,2.44545,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06871,0.124441,2.80579
4,8,4,0,0,0,0,0,0,0.202666,0,0,0,0,0,0,1.02895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885639,0.221633,1.45325
6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60248,0,0,0.410712,0,0,0,0,0,0,0,0,0,0,3.25482,0.410712,3.54527
9,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20703,0,0,0.196473,0,0,0,0,0,0,0,0,0,0,1.92722,0.196473,1.40351
16,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34531,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40709,0.146867,3.49218
12,3,5,0,0,0,0,0.198984,0,0,0,0.101803,0,0,0,0,2.29072,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25967,0.198984,2.59151
4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44535,0,0.815761
3,12,7,0,0,0,0,0,0,0,0,0,0,0.268868,0,0,2.13727,0,0,0.118738,0,0,0,0,0,0,0,0,0,0,2.7048,0.268868,2.64151
4,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31216,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24553,0.194737,1.73346
13,8,2,0,0,0,0,0,0,0,0,0,0,0.124607,0,0,1.71469,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53178,0.157849,1.99715
7,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80188,0,0,0,0,0,0,0,0,0,0,0,0,0.411181,1.61137,0.411181,2.47231
7,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69152,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78965,0.356824,3.04834
9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41368,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52897,0.16582,1.5795
12,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47295,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09085,0.256063,2.9423
16,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72513,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3881,0.131784,3.85692
14,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355242,0.310356,0.628043
7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89323,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42579,0,1.89323
15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.333445,1.23276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906415,0.333445,1.5662
4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61996,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48135,0.287621,5.2788
11,6,7,0,0,0.111942,0,0,0,0,0,0,0,0,0,0,3.03281,0,0,0,0,0,0,0,0,0,0,0,0.249038,0,2.92725,0.249038,3.39379
9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87872,0,0,0,0,0,0,0,0,0.899851,0,0,0,0,3.77582,0.899851,3.57461
11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959819,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36734,0.608082,1.93641
7,11,3,0,0.171837,0,0,0,0,0,0,0,0,0,0,0,1.28577,0,0,0.192072,0,0,0,0,0,0,0,0,0,0,1.39794,0.192072,1.83642
8,5,1,0,0,0,0,0,0,0,0,0,0,0.138077,0,0,3.09785,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33005,0.138077,3.23593
7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97615,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73736,0.137124,2.11328
13,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64191,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5836,0.2617,1.90361
15,9,7,0,0,0,0,0,0.228078,0,0,0,0,0,0,0,0.697777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464915,0.228078,0.925855
3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36251,0,0,0,0,0,0,0,0,0.180781,0,0,0,0,1.59335,0.204348,1.74764
15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41233,0,0,0.234251,0,0,0,0,0,0,0,0,0,0,1.45344,0.234251,1.64658
6,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63038,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64273,0.318035,1.94842
12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56916,0.204481,0,0,0,0,0,0,0,0,0,0,0,0,1.49173,0.204481,1.77364
14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775989,0.186865,1.23316
6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76102,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8065,0.340319,3.40489
14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94393,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8662,0.208342,2.15227
5,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25853,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66892,0.233685,4.65855
16,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52145,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64374,0.177796,2.69925
3,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317314,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14891,0.21123,0.668889
11,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20238,0,0,0,0,0,0,0.113993,0,0,0,0,0,0,0.79362,0.309148,1.62552
4,11,9,0,0,0,0,0,0,0,0,0,0.35607,0,0,0,1.16009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803508,0.35607,1.51616
15,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43791,0,0,0,0,0.375141,0,0,0,0,0,0,0,0,1.37397,0.375141,1.96674
9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56349,0.196186,0,0,0,0,0,0,0,0,0,0,0,0,5.19488,0.267822,4.3549
16,8,5,0,0,0,0,0.192739,0,0,0,0,0,0,0,0,1.01738,0,0,0.72475,0,0,0,0,0,0,0,0,0,0,1.50007,0.72475,2.12463
2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6277,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49976,0.123466,3.75117
6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36356,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53467,0.226744,6.82538
13,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79661,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90057,0,2.79661
4,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96876,0,0,1.7244,0,0,0,0,0,0,0,0,0,0,4.85692,1.7244,4.69316
9,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25674,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9449,0.274532,2.53127
4,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32574,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0198,0.21272,2.71591
11,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42927,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10973,0.404705,3.04206
11,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04235,0,0,0,0,0,0.200311,0,0,0,0,0,0,0,5.69608,0.200311,6.24267
1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23506,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03921,0.118661,1.35372
12,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03647,0,0,0,0,0,0,0,0,0,0,0,0.110683,0,1.75029,0.227334,2.37449
5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891726,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98182,0,0.891726
4,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32391,0,0,0.341801,0,0,0,0,0,0.351193,0,0,0,0,2.47612,0.351193,2.24411
2,11,4,0,0,0,0,0.69854,0,0,0,0,0,0,0,0,2.44025,0,0,0.13649,0,0,0,0,0,0,0,0,0,0,3.54602,0.69854,3.27528
12,15,6,0,0,0,0,0,0,0,0,0,0,0.802493,0,0,2.29101,0,0,0,0.214892,0,0,0,0,0,0,0,0,0,3.51927,0.802493,3.3084
14,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33899,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1741,0.238973,2.71275
7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18476,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205,0.36785,3.55261
12,12,9,0.371107,0,0,0,0,0,0,0,0,0,0,0,0,1.55379,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57093,0.371107,2.05859
12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39414,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21169,0.330845,2.13351
14,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96488,0,0,0.663982,0,0,0,0,0,0.173223,0,0,0,0,3.0353,0.663982,2.80208
9,5,8,0,0,0,0.308707,0.611289,0,0,0,0,0,0,0,0,0.81529,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29989,0.611289,1.84363
6,15,1,0,0.20325,0,0,0,0,0,0,0,0,0,0,0,1.81858,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80915,0.20325,2.15768
12,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54881,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36731,0.135247,2.68405
8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03187,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06309,0.295999,3.64916
8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60718,0,0,0.131898,0,0,0,0,0,0,0,0,0,0,2.52204,0.131898,2.97131
10,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4042,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16545,0,1.4042
8,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0.165703,1.90783,0,0,0.244022,0,0,0,0,0,0,0,0,0,0,1.63493,0.248243,2.7627
11,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49992,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46078,0.167612,1.66753
2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03692,0.154283,0,0,0,0.181648,0,0,0,0,0,0,0,0,0.878894,0.181648,1.37285
1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54277,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19596,0,1.54277
5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862304,0.474292,1.82117
5,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695233,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30279,0.298908,0.994141
2,13,3,0,0,0,0,0,0.167671,0,0,0,0,0,0,0,2.54013,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97042,0.167671,2.86101
12,5,3,0,0,0,0,0,0,0,0,0,0,0.102797,0,0,0.988672,0,0,0,0,0,0,0,0,0.243832,0,0,0,0,2.08363,0.259232,1.59453
2,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0.321152,1.73929,0,0,0,0,0,0,0.421785,0,0,0,0,0,0,1.88356,0.421785,2.48222
1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1936,0,0,0,0,0,0.373946,0,0,0,0,0,0,0,1.11364,0.373946,1.56755
13,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40589,0,0,0,0,0,0,0,0.237335,0,0,0,0,0,2.3747,0.24896,3.09626
4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05586,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85626,0.305967,2.52379
5,11,1,0,0,0,0,0,0,0,0,0.177336,0,0,0,0,1.62608,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54452,0.177336,1.80341
3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39023,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05166,0.245132,3.83882
16,9,8,0,0,0.160188,0,0,0.189775,0,0,0,0,0,0,0,2.48098,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10227,0.189775,2.83094
9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42763,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30152,0,2.42763
5,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551979,0,0.886455
9,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21046,0,0.101036,0,0,0,0,0,0,0,0,0,0,0,1.33453,0.101036,1.3115
8,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98944,0,0,0,0,0,0,0,0.235983,0,0,0,0,0,4.13555,0.25061,2.79736
7,9,5,0,0,0,0,0.488684,0,0,0,0,0,0,0,0,3.83702,0,0,0,0,0,0,0,0,0.225843,0,0,0,0,5.58262,0.488684,4.84659
2,12,7,0,0,0,0,0,0,0,0,0,0.313144,0,0,0,1.26918,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17567,0.464732,2.04706
4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372374,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4904,0,0.372374
16,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00465,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81221,0.42033,2.52796
8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766076,0.498807,1.55394
15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0786,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09166,0,2.0786
13,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743026,0.265262,0.810817
12,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78173,0,0,0,0,0,0,0,0,0.395971,0,0,0,0,1.563,0.395971,2.41603
6,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281897,0,0,0,0,0,0,0,0,0,0,0,0.199304,0,0.485388,0.199304,0.481201
13,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86545,0,0,0,0,0.101526,0,0,0,0,0,0,0,0,3.01628,0.275873,4.34821
6,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828878,0,0,0,0,0,0,0.29427,0,0,0,0,0,0,0.633297,0.29427,1.12315
8,7,2,0,0,0,0,0,0,0,0,0,0,0.224862,0,0,3.15571,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16135,0.224862,3.38057
9,7,2,0,0,0,0,0,0,0,0,0.326602,0,0,0,0,2.6888,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74464,0.326602,3.34527
7,16,7,0,0,0,0,0,0,0,0,0,0,0.19222,0,0,2.45823,0,0,0,0,0,0,0,0,0.322933,0,0,0,0,2.58194,0.322933,3.29153
16,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57736,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60691,0.258273,2.01987
8,11,9,0,0,0,0,0,0,0,0,0,0,0.316204,0,0,1.63902,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2683,0.316204,1.95522
8,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66521,0,0,1.23329,0,0,0,0,0,0,0,0,0,0,3.36528,1.23329,3.49911
12,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227766,0.134142,0.290298
11,4,6,0,0,0,0,0,0,0,0,0,0.204883,0,0,0,1.23097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970018,0.212447,1.85348
12,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00658,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97568,0.296378,2.30296
2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30745,0,0,0,0,0,0,0,0,0,0.228124,0,0,0,2.69365,0.228124,1.53557
14,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3111,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20868,0.419966,2.73106
16,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70834,0,0,0,0,0,0,0,0,0,0,0,0,0,2.537,0,2.70834
1,6,9,0,0,0,0,0,0,0,0,0,0,0.86252,0,0,2.0641,0,0,0.256419,0,0,0,0,0,0,0,0,0,0,3.02126,0.86252,3.18304
12,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706389,0,0,0,0,0,0,0,0,0,0.11596,0,0,0,0.638411,0.26675,1.53991
1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.674,0,0,0,0,0,0,0,0,0.64923,0,0,0,0,2.07389,0.64923,2.5637
6,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68815,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21191,0.241664,2.92982
6,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529547,0.277464,1.0034
6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23986,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76425,0.166142,4.406
2,8,3,0,0,0,0,0.531108,0,0,0,0,0,0,0,0,1.01049,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94692,0.531108,1.74871
3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42451,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87056,0.36707,1.79158
13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700817,0.238963,1.22698
14,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59379,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67191,0.31625,5.08006
2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759325,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74085,0.326762,1.3087
14,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98231,0,0,1.21196,0,0,0,0,0,0,0,0,0,0,4.95098,1.21196,5.58864
12,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70195,0,0,0.486305,0,0,0,0,0,0.162661,0,0,0,0,3.24614,0.486305,3.35092
