ix1,iy1,iz1,E111,E112,E113,E121,E122,E123,E131,E132,E133,E211,E212,E213,E221,E222,E223,E231,E232,E233,E311,E312,E313,E321,E322,E323,E331,E332,E333,trueE,ECube2,sumE
7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68144,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35564,0.104471,2.78592
5,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92827,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24474,0.320176,5.54682
14,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921088,0,0.756207
12,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06661,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21026,0,1.06661
8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19066,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09935,0.268024,3.83097
6,15,4,0,0,0,0,1.63017,0,0,0,0,0,0,0,0,1.68264,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91765,1.63017,3.46428
2,1,4,0,0,0,0,0.24949,0,0,0,0,0,0,0,0,1.85054,0,0,0,0,0,0,0,0,0,0.130266,0,0,0,1.73039,0.24949,2.23029
6,10,6,0,0,0,0,0.318851,0,0,0,0,0,0,0,0,2.95881,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7682,0.325124,3.60278
5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3394,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25108,0.16908,1.64029
6,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25042,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79255,0,3.25042
5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61429,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48939,0.210406,1.9491
14,5,3,0,0,0,0,0.764137,0,0,0,0,0,0,0,0,1.60022,0,0,0.21061,0,0,0,0,0,0,0,0,0,0,3.45238,0.764137,3.33719
14,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815018,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90738,0.605575,1.81523
1,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70898,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6745,0,4.70898
5,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592421,0.206557,0.669501
14,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96405,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96362,0.442438,2.71677
7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16164,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75057,0.212718,3.37436
10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51783,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89787,0.366152,4.05661
10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447223,0.478364,1.25053
4,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761881,0,1.21717
8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25481,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25105,0.502814,2.88102
6,10,3,0,0,0,0,0.389096,0,0,0,0,0,0,0,0,3.33804,0.111857,0,1.54742,0,0,0,0,0,0,0,0,0,0,4.53396,1.54742,5.38642
14,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56745,0.736474,0,0,0,0,0,0,0,0,0,0,0,0,1.74649,0.736474,2.30393
5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591992,0,0,0,0,0,0,0,0,0,0,0.134835,0,0,2.95339,0.134835,0.726827
14,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840553,0,0,0,0.300688,0,0,0,0,0,0,0,0,0,0.904251,0.300688,1.33918
8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6045,0,0,0.164364,0,0,0,0,0,0,0,0,0,0,4.92607,0.231253,5.00012
15,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9012,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27372,0,3.9012
14,12,4,0,0,0,0,1.36152,0,0,0,0,0,0,0,0,2.17276,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6647,1.36152,3.53428
9,15,8,0,0,0,0,0.510262,0,0,0,0,0.2483,0,0,0,4.23815,0,0,0,0,0,0,0,0,0,0.101577,0,0,0,4.80105,0.510262,5.09828
12,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09129,0,0,0,0,0,0,0.15857,0,0,0,0,0,0,1.08494,0.192821,1.44268
10,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75533,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01248,0.154973,2.03402
4,2,5,0,0,0,0,0,0,0,0,0,0,0.379782,0,0,1.26106,0,0,0.707464,0,0,0,0,0,0,0,0,0,0,2.82494,0.707464,2.78237
14,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72005,0,0,0,0,0,0,0,0,0,0,0,0,0.336896,5.62322,0.336896,6.05694
6,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93771,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61363,0.327353,3.50521
7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54583,0,0,0,0,0,0,0,0,0.341772,0,0,0,0,4.53124,0.341772,5.8876
8,5,1,0,0.239343,0,0,0,0,0,0,0,0,0,0,0,0.579142,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63818,0.239343,0.818485
13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60907,0,0,0,0,0,0,0,0,1.35239,0,0,0,0,7.14258,1.35239,3.17912
12,4,4,0,0,0,0.151136,0,0,0,0,0,0,0,0,0,0.334204,0,0,0,0,0,0,0.147883,0,0,0,0,0,0,0.310023,0.208917,0.842141
13,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4285,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59659,0,1.4285
7,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97243,0,0,0,0,0,0,0,0,0,0.327735,0,0,0,3.03295,0.327735,2.30016
14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585283,0.425056,0,0,0,0,0,0,0,0.132365,0,0,0,0,2.66693,0.425056,1.25287
15,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0.189628,3.78909,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23207,0.311734,4.3967
13,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313548,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93229,0,0.313548
7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11246,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73723,0.231577,1.34404
12,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2776,2.34984,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21654,0.281623,3.07635
16,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66263,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03178,0,2.66263
9,9,4,0,0,0,0,0,0,0,0,0,0,1.21262,0,0,3.97769,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93961,1.21262,5.61911
13,4,8,0,0,0,0,0.152215,0,0,0,0,0,0,0,0,0.693977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910455,0.424354,1.59247
10,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10384,0.155205,0,0,0,0,0,0,0,0,0,0,0,0,2.62363,0.155205,3.25904
12,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23405,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22085,0.333304,3.67136
15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0.133622,2.75128,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2167,0.133622,2.88491
2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04891,0,0,0,0,0,0,0.355534,0,0,0,0,0,0,2.37982,0.355534,2.40445
3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1261,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23217,0.267625,4.39373
12,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17826,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06621,0.186259,3.84167
4,10,8,0,0,0,0,0.136755,0,0,0,0,0,0,0,0,6.21928,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53957,0.148218,6.50426
10,15,3,0,0.553037,0,0,0,0,0,0,0,0,0.274386,0,0,0.829388,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75232,0.553037,1.99938
2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27872,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89477,0,2.27872
8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92806,0,0,1.34049,0,0,0,0,0,0,0,0,0,0,3.93334,1.34049,3.39444
2,10,5,0,0,0,0,0.631469,0,0,0,0,0,0,0,0,5.24231,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04986,0.631469,6.11531
16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31175,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88978,0.329445,2.6412
13,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0.213899,0.86237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849489,0.349087,1.53758
5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.235,0,0,0.103294,0,0,0,0,0,0,0,0,0,0,2.61469,0.309962,3.81338
13,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0692,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14851,0.302584,3.65914
6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00826,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01087,0.142497,4.15076
15,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3855,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91403,0.424088,1.80959
7,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0.206665,1.69668,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32683,0.206665,2.37349
6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34753,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35375,0.120187,0.467717
2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42731,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44581,0,2.42731
1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491665,0,0,0,0,0,0,0,0,0,0,0.376272,0,0,1.93182,0.376272,0.867937
13,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69922,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63529,0.127805,2.82702
13,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609248,0,0,0,0,0,0,0,0,0,0,0,0,0.132091,0.545423,0.3047,1.04604
10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2417,0,0,0,0,0,0,0,0,0,0,0,0.166744,0,2.01508,0.166744,2.40844
8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5638,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35787,0.336886,3.90069
13,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00004,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93907,1.88033,4.88037
12,1,3,0,0,0,0,1.32017,0,0,0,0.109192,0,0,0,0,4.9839,0,0,0,0.298117,0,0,0,0,0,0,0,0,0,6.39298,1.32017,6.92227
16,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970968,0.227053,1.58701
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22227,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21759,0.200323,2.52294
3,6,1,0,0,0,0,0,0,0,0,0,0,0.76094,0,0,1.882,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54087,0.76094,2.8719
14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809517,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24963,0.50607,1.31559
4,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06605,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7526,0.173351,3.38552
7,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1175,0.227698,0,0,0,0.124367,0,0,0,0,0,0,0,0,1.1525,0.227698,1.46956
13,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449238,0.190391,0.740454
9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08844,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02104,0.114901,2.20334
13,8,7,0,0,0,0,1.65285,0,0,0,0,0,0,0,0,2.89306,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98438,1.65285,4.91538
15,10,9,0,0,0,0.103089,0,0,0,0,0,0,0,0,0,0.915355,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87011,0.346454,1.3649
12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.618,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81658,0,3.618
3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29299,0,0,0.290826,0.754111,0,0,0,0,0,0,0,0,0,3.99717,0.754111,3.54457
6,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56785,0,0.110282,0,0,0,0,0,0,0,0,0,0,0,1.4092,0.285901,2.24114
7,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27425,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18677,0.122437,1.39669
6,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92548,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90654,0.194898,2.12038
5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22375,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19481,0.14663,2.37038
3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57894,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45867,0.349513,4.43626
3,3,8,0,0,0,0,0.414438,0,0,0,0,0,0,0,0,1.68242,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46196,0.414438,2.29523
10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14633,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87567,0,3.14633
14,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639525,0.108016,0,0,0,0,0,0,0,0,0.328318,0,0,0,0.706464,0.328318,1.22287
5,15,6,0,0,0,0,0.385296,0,0,0,0,0,0,0,0,1.53412,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74442,0.385296,2.31831
16,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32738,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21817,0.190425,2.51781
10,15,6,0,0,0,0,0,0,0,0,0,0,0.271472,0,0,1.33512,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70267,0.271472,1.85247
6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7883,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83219,0.186621,3.11435
10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86153,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77975,0,2.86153
3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65982,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6024,0.513349,2.40192
7,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99685,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26412,0,4.99685
6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77312,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32085,0,3.77312
12,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05433,0,0,1.69568,0,0,0,0,0,0,0,0,0,0,3.76907,1.69568,3.75001
13,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51223,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65815,0.257797,2.77002
4,13,2,0,0,0.26577,0,0,0,0,0,0,0,0,0,0,2.86261,0,0,0,0,0,0,0,0.280958,0,0,0,0,0,3.10084,0.280958,3.40934
12,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18775,0,0,0,0,0,0,0,0.183132,0,0,0,0,0,3.01976,0.183132,3.55219
14,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51374,0.205242,0,1.66416,0,0,0,0,0,0,0,0,0,0,3.80797,1.66416,4.38315
2,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45616,0,0,0,0,0,0.399616,0,0,0,0,0,0,0,2.52377,0.399616,2.85578
8,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808464,0,0,0,0,0,0,0,0.261226,0,0,0,0,0,0.886774,0.261226,1.34666
15,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65081,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7722,0.145294,1.7961
11,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147189,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22896,0,0.147189
4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24117,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20845,0.130376,2.37155
6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49746,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42048,0,1.49746
13,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0.166435,1.70348,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64954,0.166435,1.86992
6,6,3,0,0,0.118135,0,0,0.163889,0,0,0,0,0,0,0,1.85116,0.15173,0,0,0,0,0,0,0,0,0,0,0,0,1.83906,0.292383,2.72727
3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08616,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16619,0,2.08616
5,2,8,0.151195,0,0,0,0,0,0,0,0,0,0.290829,0,0,3.8112,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98167,0.290829,4.36683
7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69018,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75646,0.135859,2.82604
3,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80174,0,0,0,0,0,0,0,0.159246,0,0,0,0,0,4.35986,0.159246,4.09607
12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8549,0.148151,1.19802
10,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05626,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88816,0.251891,2.30816
7,6,3,0,0,0,0,0,0,0,0,0,0.136222,0,0,0,3.48926,0,0,2.15513,0,0,0,0,0,0,0,0,0,0,5.89377,2.15513,6.51139
14,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13771,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55196,0.34654,3.48425
2,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47845,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59348,0,1.47845
11,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33101,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02942,0.15508,1.48609
10,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0.421339,2.28258,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20559,0.421339,2.70392
6,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7266,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69808,0.352676,2.07927
3,5,4,0,0,0,0.249813,0,0,0,0,0,0,0,0,0,2.28482,0,0,0,0,0,0,0,0,0,0,0,0,0.227017,2.00071,0.249813,2.76165
1,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730429,0,0,0,0,0,0,0,0,0.422718,0,0,0,0,1.58278,0.422718,1.45335
12,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4142,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95679,0,2.4142
2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59114,0,0,0.436419,0,0,0,0,0,1.4364,0,0,0,0,4.03671,1.4364,4.84054
13,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86862,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42707,0.303571,4.29729
5,15,4,0,0,0,0,1.219,0,0,0,0,0,0,0,0,1.71064,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70806,1.219,3.49081
14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11924,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45805,0.395164,2.5144
8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78535,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63653,0.305424,2.3984
15,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738281,0.186554,0.882554
3,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984251,0,0,0.134567,0,0,0,0,0,0.223483,0,0,0,0,1.45143,0.223483,1.72093
12,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4366,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32201,0,3.4366
8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71337,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74996,0.328773,5.41713
3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95321,0.102662,0,0,0,0,0,0,0,0,0,0,0,0,2.75451,0.240178,3.62936
12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01552,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59102,0,5.01552
4,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842235,0,0.902097
2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53117,0,0,0,0,0,0,0,0,0,0,0,0,0,2.323,0.329746,3.16637
6,12,2,0,0.408665,0,0,0,0,0,0,0,0,0,0,0,0.998709,0,0,0,0,0,0,0,0,0.225764,0,0,0,0,1.79023,0.623742,2.50625
10,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88107,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06369,0.116868,1.99794
6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28465,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49987,0.206845,1.78527
4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996688,0,0,0.170486,0,0,0,0,0,0,0,0,0,0,0.821822,0.178901,1.46904
10,2,9,0,0,0,0,0,0,0,0,0,0.192209,0,0,0,1.43993,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2194,0.192209,1.78059
13,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69378,0,0,0,0,0,0,0,0,0.937262,0,0,0,0,3.63496,0.937262,3.88701
14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08091,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28298,0,2.08091
16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35803,1.12684,0.305051,0,0,0,0,0,0,0,0,0,0,0,4.07721,1.12684,2.78992
8,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01533,0.183303,0,0,0,0,0,0,0,0,0,0,0,0,1.13366,0.183303,1.3564
15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00406,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20473,0.252207,2.38006
3,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92711,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26499,0.219839,4.14695
10,14,6,0,0,0,0,0,0,0,0,0,0,0.864312,0,0,0.905776,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81295,0.864312,2.29671
16,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0.138125,1.21676,0,0,0.140343,0,0,0,0,0,0,0,0,0,0,1.09841,0.140343,1.49523
7,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84269,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63932,0.141636,4.09543
11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12737,0,0,0,0,0,0.366541,0,0,0,0,0,0,0,1.12966,0.366541,1.99746
13,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0149,0,0,0,0,0,0,0,0,0,0,0,0.125309,0,4.68043,0.237945,3.51357
15,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119766,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36582,0,0.119766
15,15,1,0,0,0,0,0.729838,0,0,0,0,0,0,0,0,1.14564,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6597,0.729838,2.11821
13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64356,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78104,0.136406,2.77996
4,1,4,0,0,0,0,0.241934,0,0,0,0,0,0,0,0,1.12247,0.517839,0,0,0,0,0,0,0,0,0,0,0,0,1.22254,0.517839,2.20209
4,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48699,0,0,0.807872,0.111982,0,0,0,0,0,0,0,0.185353,0,2.441,0.807872,3.5922
9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97691,0,0,0,0,0.229047,0,0,0,0,0,0,0,0,4.23007,0.229047,5.20595
16,8,3,0,0,0,0,0.116377,0,0,0,0,0,0,0,0.121446,2.62413,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85418,0.121446,2.86195
5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46035,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09899,0.116738,2.57709
5,11,1,0,0,0,0,0,0,0,0.160713,0,0,0,0,0,2.00788,0,0,0.380269,0,0,0,0,0,0,0,0,0,0,2.77857,0.380269,2.54886
11,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10007,0,0,0,0,0,0,0,0,0,0,0,0.286791,0,0.891779,0.497641,1.8845
14,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72573,0.469718,0,0,0,0,0,0,0,0,0,0,0,0,1.36849,0.469718,1.52519
16,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3444,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32946,0,1.3444
12,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33605,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21356,0.210084,5.65169
8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2.03344,4.66739,0,0,0,0,0,0,0,0,0,0,0.102724,0,0,6.19324,2.03344,7.24758
