ix1,iy1,iz1,E111,E112,E113,E121,E122,E123,E131,E132,E133,E211,E212,E213,E221,E222,E223,E231,E232,E233,E311,E312,E313,E321,E322,E323,E331,E332,E333,trueE
8,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15364,0,0,0,0,0.438715,0,0,0,0,0,0,0,0,0.839391
10,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28118,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53795
10,10,6,0,0,0,0,0.231619,0,0,0,0,0,0,0,0,0.86372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922014
8,9,5,0,0,0,0,0,0,0.22218,0,0,0,0,0,0,1.08687,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40096
4,11,3,0,0,0,0.272701,0,0,0,0,0,0,0.806352,0,0,4.04265,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05485
5,1,2,0,0,0,0,0.364398,0,0,0,0,0,0,0,0,3.01333,0,0,0.476956,0,0,0,0,0,0,0,0,0,0,3.18695
9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28988,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24583
3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93077,0,0,0,0,0,0,0,0.298553,0,0,0,0,0,4.37168
5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14587,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1172
6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39663,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91265
4,12,7,0,0,0,0,0,0,0,0,0,0,0,0.297068,0,0.441683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413909
9,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16189,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67773
8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992791
2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23653,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5718
10,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38714,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03583
14,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18149,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22384
5,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79607,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47473
16,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75826,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47212
11,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87417,0,0,0,0,0.912391,0,0,0,0,0,0,0,0,5.94984
8,9,9,0,0,0,0,0,0,0,0.100341,0,0,0,0,0.161832,3.68105,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45069
13,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30418,0,0,0,0,0,0,0,0,0,0,0,0.151007,0,1.04638
12,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612758,0,0,0,0,0,0,0,0,0,0,0.214097,0,0,2.21853
15,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3515,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23681
6,11,6,0,0,0,0,0.136146,0,0,0,0,0,0,0,0,2.08269,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90804
8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44212,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18863
5,1,4,0,0,0,0,0.102926,0,0,0,0,0,0,0,0,2.18698,0,0,0,0.109929,0,0,0,0,0,0,0,0,0,2.12489
4,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94163,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13735
14,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36312,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35429
13,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54534,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87389
3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61754,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46091
4,10,3,0,0,0.168036,0,0,0,0,0,0,0,0.132187,0,0,2.14938,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18919
7,2,5,0,0,0,0,0,0,0,0,0,0,0.73584,0,0,1.43704,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32368
14,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55897,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52989
1,7,8,0,0,0,0,0,0,0,0,0,0.119051,0,0,0,2.75172,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73118
13,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495398,0,0,0,0,0,0,0,0,0,0.252223,0,0,0,0.791099
5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10255,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97571
3,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47929,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2454
2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80521,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3203
6,10,5,0,0,0,0,2.04903,0,0,0,0,0.194725,0,0,0,3.05851,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63802
11,8,7,0,0,0,0,0.266084,0,0,0,0.128689,0,0,0,0,1.54347,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50424
3,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79442,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24593
14,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88004,0,0,0,0,0,0.25322,0,0,0,0,0,0,0,3.27069
10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73701,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65057
8,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77098,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81284
15,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605151,0,0,0,0,0.135861,0,0,0,0,0,0,0,0,0.204449
11,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126271,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00272
2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48722,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08031
7,10,5,0,0,0,0,0,0.240826,0,0,0,0,0,0,0,1.26646,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3189
10,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28847,0,0,0,0,0,0,0,0,0,0.116852,0,0,0,2.51606
7,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46509
14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51193,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3712
14,10,3,0,0,0,0,0,0,0,0.303163,0,0,0,0,0,1.34808,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26262
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35594,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16165
1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70732,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94765
7,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17741,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31019
3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923743,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80916
3,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4258,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82361
4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50144,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20137
13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27141,0,0,0,0,0,0,0,0,0,0,0,0.236979,0,3.13363
6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94758,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84369
5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27247,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19781
6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877199
1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977226,0,0,0,0,0,0,0,0,0,0,0.41702,0,0,1.97508
4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421817,0,0,0,0,0,0.241647,0,0,0,0,0,0,0,0.142767
8,14,2,0,0,0,0,0,0,0,0,0,0,0.273324,0,0,2.40235,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27885
1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11286,0,0,0,0,0,0.132176,0,0,0,0,0,0,0,2.29693
9,8,5,0.424896,0,0,0,0,0,0,0,0,0,0,0,0,1.39191,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32453
6,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91689,0,0,0,0,0,0,0,0,0.330166,0,0,0,0,2.80585
9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16128,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52846
3,7,3,0,0,0,0,0.532082,0,0,0,0,0,0,0,0,0.879288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983407
4,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70463,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62432
12,8,1,0,0,0,0,0.395601,0,0,0,0,0,0,0,0,3.88184,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23894
15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10873,0,0,0,0,0,0,0.181582,0,0,0,0,0,0,1.05367
12,2,6,0,0,0,0,0.224931,0,0,0,0,0,0,0,0,1.95523,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07616
5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68612,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45179
12,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894001,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72353
11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58987,0,0,0,0,0,0,0,0,1.81138,0,0,0,0,6.95502
14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64002,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7176
1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91358,0,0,0,0,0,0,0,0,0.294716,0,0,0,0,2.02408
15,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66586,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61151
15,1,8,0,0,0,0,0,0.210866,0,0,0,0,0,0,0,0.489466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412371
16,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86737,0,0,0,0,0,0,0,0,0,0,0,0,0,2.097
5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58181,0,0,0,0,0,0.450436,0,0,0.832325,0,0,0,0,2.61698
14,8,6,0,0,0,0,0,0,0,0.170601,0,0,0,0,0,4.18482,0,0,0.124836,0,0,0,0,0,0,0,0,0,0,3.99258
14,12,1,0,0,0,0,1.57917,0,0,0,0,0,0,0,0,2.27535,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2544
12,4,2,0,0,0,0,0.275712,0,0,0,0,0,0,0,0,2.33224,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56959
11,3,3,0,0,0,0,0,0,0,0,0.257775,0,0,0,0,1.44886,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36592
3,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59148,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67099
14,10,8,0,0,0,0,0,0,0,0,0.295004,0,0,0,0,3.08813,0,0,1.80072,0,0,0,0,0,0,0,0,0,0,4.90831
1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24307,0,0,0,0,0,0,0,0,0.234022,0,0,0,0,2.20922
7,14,7,0,0,0,0,0,0.327819,0,0,0,0,0,0,0,2.91848,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05175
11,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91211,0.295581,0,0,0,0,0,0,0,1.13815,0,0,0,0,2.98321
9,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88489,0,0,0,0,0,0,0,0,0,0,0,0.294487,0.220355,2.08904
7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99838,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56878
15,5,3,0,0,0,0,0,0,0,0,0,0,0.117682,0,0,1.91434,0,0,0,0,0,0.392304,0,0,0.644742,0,0,0,0,2.28495
6,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44162,0,0,0,0,0,0,0,0,0.102638,0,0,0,0,5.09089
7,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358895
13,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0.332394,1.70683,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64572
8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66493,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17374
1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93647,0,0,0,0,0,0,0,0,0,0,0,0.100766,0,3.51888
14,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74666,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73419
8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61968,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87205
2,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0.867586,0.918913,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90986
5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10272,0,0,1.50359,0,0,0,0,0,0,0,0,0,0,4.67687
4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30652,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91555
8,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33467,0,0.149311,0,0,0,0,0,0,0.239762,0,0,0,0,3.04969
4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20888,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51034
11,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57803,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74733
12,13,1,0,0.167336,0,0,0,0.146055,0,0,0,0,0,0,0,1.1597,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04412
13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22355,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57271
3,6,7,0,0,0,0,0,0,0,0,0,0,0,0.38036,0,1.12085,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34984
5,15,1,0,0,0,0,0,0,0,0,0,0,0.198678,0,0,1.99806,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6509
9,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822509
5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0.246624,2.31761,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60139
16,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32631,0,0,0.126644,0,0,0,0,0,0,0,0,0,0,3.74295
3,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76341,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61421
8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52872,0,0,0,0,0,0,0,0,0,0,0,0,0,2.178
16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86332,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95728
9,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992298
10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63454,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10917
11,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39203,0,0,0,0,0,0,0.36344,0,0,0,0,0,0,3.19392
9,13,8,0,0,0,0,0.394312,0,0,0,0,0,0,0,0,2.70893,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74851
8,3,3,0,0,0,0,0,0,0,0,0,0.123835,0,0,0,1.05142,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1518
6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88886,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68827
12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1855,0.52997,0,0,0.243728,0,0,0,0,0,0,0,0,0,3.72394
7,16,3,0,0,0,0,0,0,0,0,0,0,0.334663,0,0,0.381405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38779
2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71907,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03184
16,13,8,0,0,0,0,0.328258,0,0,0,0,0,0,0,0,2.97116,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37062
4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08361,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84208
5,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16662,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17675
5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61682,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98915
3,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564187
15,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28718,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26855
4,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70394,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59182
9,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19796,0,0,0,0,0,0,0,0,0.631209,0,0,0,0,6.09485
14,13,7,0,0,0,0,0.435479,0,0,0,0,0,0,0,0,0.704237,0,0,0.594008,0,0,0,0,0,0,0,0,0,0,1.1946
16,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1935,0,0,0,0.123161,0,0,0,0,0,0,0,0,0,2.22954
7,7,6,0,0,0,0,0,0,0,0.306329,0,0,0.26114,0,0,3.69111,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67963
12,3,2,0,0,0,0,0.107948,0,0,0,0,0,0,0,0,3.41624,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63993
6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69111,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49235
4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71173,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28052
8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77458,0,0,0,0.280637,0,0,0,0,0,0,0,0,0,3.86086
4,5,1,0,0,0,0,0,0,0,0,0.289143,0,0,0,0,1.84961,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96589
11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05709,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60973
1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65009,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14434
5,13,5,0,0,0,0,0.196903,0,0,0,0,0,0,0,0,0.719505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701744
15,8,9,0,0,0,0,0.285095,0,0,0,0,0,0,0,0,2.75926,0,0,0,0,0,0,0,0.20188,0,0,0,0,0,2.6923
9,7,5,0,0,0,0,0,0,0,0.118086,0,0,0,0,0,1.96188,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86074
8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9465,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55356
13,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2312,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9461
14,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991351
6,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900992
5,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82724,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93746
5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65176,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52561
5,8,5,0,0,0,0,0,0,0,0,0,0,0.308878,0,0,2.00658,0,0,0,0,0,0,0,0,0,0,0,0,0.386721,1.999
3,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43544,0,0,0,0,0,0,0,0,1.43715,0,0,0,0,3.4108
1,15,1,0,0,0,0,0,0,0,0,0,0,0.189891,0,0,0.732444,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67071
11,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02834,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04553
10,9,6,0,0,0,0,0,0,0,0.297141,0,0,0.29364,0,0,1.69244,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61556
14,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549936,0,0,0,0,0,0.490344,0,0,0,0,0,0,0,0.529419
2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905102,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41842
8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09595,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14025
5,12,5,0,0,0,0,0.166047,0,0,0,0,0,0,0,0,0.470698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111685
5,1,7,0,0,0,0.305365,0,0,0,0,0,0,0,0,0,2.58434,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60826
16,5,4,0,0,0,0,0,0,0,0,0.257897,0,0,0,0,2.72548,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02663
2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70026,0,0,0,0,0,0,0,0,0.208334,0,0,0,0,1.43799
16,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93023,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91107
10,2,3,0,0,0,0,0,0,0,0.168049,0,0,0,0,0,3.27112,0,0,0.117139,0,0,0,0,0,0,0,0,0,0,3.22418
11,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22002,0,0,0,0,0,0,0,0.378295,0,0,0,0,0,1.16355
11,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23795,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2023
13,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00973,0,0,2.29349,0,0,0,0,0,0,0,0,0,0,5.24182
14,4,6,0,0,0,0,0.132607,0,0,0,0,0,0,0,0,5.10091,0,0,0.550338,0,0,0,0,0,0,0,0,0,0,5.07544
3,4,1,0,0,0,0,0.191947,0,0,0,0,0,0,0,0,0.999397,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00641
2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22565,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67319
6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26603,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50271
3,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37071,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3799
7,16,9,0,0,0,0,0,0,0,0,0,0,0.213761,0,0,1.75391,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63066
16,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49534,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04294
11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77942,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69838
13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87803,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93086
5,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0.387899,0.801604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872669
12,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11377,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10405
10,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967273
16,4,3,0,0,0,0,0,0,0,0.344918,0,0,0,0,0,0.944741,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35699
11,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822123,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48203
9,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62129,0,0,0,0,0,0,0,0.338333,0,0,0,0,0,1.37068
2,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62771,0,0,0,0,0,0,0,0,0.115498,0,0,0,0,3.91268
14,2,7,0,0,0,0,0,0,0,0.221048,0,0,0,0,0,4.667,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2711
6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.137944,0.507271,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69055
15,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95152,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77247
11,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37691,0,0,0,0,0,0,0,0,0.569018,0,0,0,0,3.04871
12,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70619,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88197
5,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381599,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80283
1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35527,0,0,0,0,0,0,0,0,0.20347,0,0,0,0,3.16645
15,5,5,0,0,0,0,0,0,0,0.18246,0,0,0,0,0,0.906645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917158
2,11,3,0,0,0,0.115407,0,0,0.274156,0,0,0,0,0,0,3.28276,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61304
15,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11807,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10162
6,14,4,0,0,0,0,0.306745,0,0,0,0,0,0,0,0,1.3848,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41145
