ix1,iy1,iz1,E111,E112,E113,E121,E122,E123,E131,E132,E133,E211,E212,E213,E221,E222,E223,E231,E232,E233,E311,E312,E313,E321,E322,E323,E331,E332,E333,trueE
15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76312,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85432
11,6,4,0,0,0,0,0.329743,0,0,0,0,0,0,0,0,2.0615,0,0,0,0,0,0,0,0,0,0,0.152471,0,0,3.04826
5,5,3,0,0.129459,0,0,0.10292,0,0,0,0,0.220171,0,0,0,0.248183,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34965
3,6,3,0,0,0,0,0.208752,0,0,0,0,0,0.930645,0,0,2.96987,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84656
7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8715,0,0,0,0,0,0,0,0,0.168687,0,0,0,0,2.10259
14,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30519,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13748
6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4147,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67795
16,3,7,0,0,0,0,0,0,0,0,0,0,0.628379,0,0,4.89207,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47871
15,13,5,0,0,0,0,0.499263,0,0,0,0,0,0,0,0,4.1001,0,0,0,0,0,0,0,0,0,0,0,0.325721,0,4.93443
5,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22965,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4069
9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42771,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48234
2,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48733,0,0,0,0,0,0,0,0,0,0,0,0,0,2.367
1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2788,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35044
3,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20089,0,0,1.54167,0,0,0,0,0,0,0,0,0,0,3.85532
6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56465,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72401
13,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48866,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57889
7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43283,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1217
9,13,4,0,0,0,0,0,0,0,0,0,0,0.216025,0,0,1.34298,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38164
16,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354446,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62068
10,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881753
4,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514612
12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75749,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4202
11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4853,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54178
12,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8361,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83127
9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10186,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67629
4,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866535,0,0.431591,0,0,0,0,0,0,0,0,0,0,0,1.63138
6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15243,0,0,0.869841,0,0,0,0,0,0,0,0,0,0,1.52174
3,2,8,0,0,0,0,0.372084,0,0,0,0,0,0,0,0,2.49431,0,0,0,0,0,0,0,0,1.05775,0,0,0,0,3.68682
5,1,1,0,0,0,0,0,0,0,0,0.312996,0,0,0,0,1.56232,0,0,0,0,0,0,0,0,0,0,0,0,0,1.219
16,12,9,0,0,0,0,0,0,0,0.133138,0,0,0,0,0,3.95544,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54498
5,3,8,0,0,0,0,0.59525,0,0,0,0,0,0,0,0,2.82147,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39489
10,8,5,0,0,0,0,0,0,0,0,0,0,0.114575,0,0,1.22436,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01985
3,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0.145324,0.354557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215762
6,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33289,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26675
11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6872,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67966
4,16,5,0.128713,0,0,0,0,0,0,0,0,0,0,0,0,1.42767,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23852
2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16381,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76998
7,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27109,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0915
14,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43195,0,0,0.347822,0,0,0,0,0,0,0,0,0,0,1.50413
11,6,4,0,0,0,0,0,0,0,0,0,0,0.216929,0,0,0.288288,0,0,0,0,0,0,0,0,0,0.149295,0,0,0,0.176881
8,8,1,0,0,0,0,0.178446,0,0,0,0,0,0,0,0,1.71124,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64914
7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984894
10,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19577,0,0,0,0,0,0,0,0,0,0.107102,0,0,0.124675,2.08315
8,7,2,0,0,0,0,0.981871,0,0,0,0,0,0,0,0,3.4765,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75381
9,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44462,0,0,0,0,0,0,0,0,0.389171,0,0,0,0,2.05731
12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03368,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48573
12,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795322,0,0,0,0,0,0.132045,0,0,0,0,0,0,0,0.507955
16,11,6,0,0,0,0,0,0,0,0,0,0,0,0.27267,0,1.32588,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03676
13,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03844,0,0,0.441199,0,0,0,0,0,0,0,0,0,0,4.61755
15,4,3,0,0,0,0,0,0,0,0,0,0,0.401419,0,0,1.74602,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70375
10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35651,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06446
9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53519,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41977
11,16,8,0,0,0,0.260433,0,0,0,0,0,0,0,0,0,1.9637,0.305418,0,0,0,0,0,0,0,0,0,0,0,0,1.8425
15,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50849,0,0,0,0,0,0,0,0,0.116151,0,0,0,0,1.47249
9,10,6,0,0,0,0,0,0,0,0.152748,0,0,0,0,0.329897,0.990145,0,0,0,0,0,0,0,0,0,0,0,0,0.100081,0.987033
13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32277,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89087
8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37304,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41887
2,5,6,0,0,0,0,0.32873,0,0,0,0,0,0,0,0,1.9122,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80524
5,7,7,0,0,0,0,0.33214,0,0,0,0,0,0,0,0,1.74175,0,0,1.43943,0,0,0,0,0,0,0,0,0,0,4.05943
2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04744,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95317
9,5,5,0.394125,0,0,0,0,0,0,0,0,0,0,0,0,3.71404,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72406
15,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38963,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47437
8,8,9,0,0,0,0,1.22974,0,0,0,0,0,0,0,0,2.65315,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79681
14,5,7,0,0,0,0,0.21465,0,0,0,0,0,0,0,0,1.57978,0,0,0,0,0,0,0,0.184434,0,0,0,0,0,1.95496
7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4202,0,0,0,0,0,0,0,0,0.72886,0,0,0,0,1.82037
4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47603,0,0,0,0,0,0,0,0,0,0.313073,0,0,0,4.49285
6,13,2,0,0,0.13952,0,0,0,0,0,0,0,0,0,0,3.5301,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40915
12,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60196,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47287
2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29524,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20254
7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27577,0,0,2.64898,0,0,0,0,0,0,0,0,0,0,6.95937
1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24141,0,0,0.727443,0,0,0,0,0,0,0,0,0,0,5.03445
3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43793,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33553
16,3,1,0,0.211199,0,0,0,0,0,0,0,0,0,0,0,3.04848,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22699
3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672627
6,10,5,0,0,0,0,0,0,0,0,0,0,0.22677,0,0,2.35216,0,0,0,0.354869,0,0,0,0,0,0,0,0,0,2.62372
9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36186,0.183621,0,0,0,0,0,0,0,0,0,0.218662,0,0,1.13283
12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958301,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17665
15,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66592,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11892
10,6,7,0,0,0,0,1.2719,0,0,0,0,0,0,0,0,3.23731,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59647
4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22741,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44437
14,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82002,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42452
7,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11776,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48227
15,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21839,0,0,0,0,0,0,0.138213,0,0,0,0,0,0,1.20709
11,9,1,0,0,0,0,0,0,0,0,0,0,0.176813,0,0,1.59993,0,0,0,0,0,0.106728,0,0,0,0,0,0,0,1.55214
8,6,4,0,0,0,0,1.36906,0,0,0,0,0,0,0,0,2.70238,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11429
15,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03216,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89086
1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41836,0,0,2.06363,0,0,0,0,0,0,0,0,0,0,5.19998
6,3,5,0,0,0,0,0,0,0,0.119377,0,0,1.21548,0,0,1.34878,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75456
6,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20921,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39672
4,3,5,0,0,0,0,0,0,0.135619,0,0,0,0,0,0,3.14691,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80097
12,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12048,0,0,0,0,0,0,0,0,0,0.136431,0,0,0,2.10727
13,6,2,0,0,0,0,0,0,0,0,0,0,0.119424,0,0,1.22528,0,0,0,0,0,0,0,0,0.447994,0,0,0,0,1.00511
16,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86208,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84116
15,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08027,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07376
4,15,6,0,0,0.110654,0,0,0,0,0,0,0,0,0,0,2.17648,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23137
15,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745566
4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6087,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55163
11,14,4,0,0,0,0,0,0,0,0,0,0,0,0,1.08682,2.93617,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67124
16,6,8,0.116633,0,0,0,0,0,0,0,0,0,0,0,0,1.32278,0,0,0.125373,0,0,0,0,0,0,0,0,0,0,1.13252
8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67993,0,0,0.262244,0,0,0,0,0,0,0,0,0,0,3.63208
9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3712,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91034
11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17716,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43044
2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45625,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64331
4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0.57285,1.43362,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90977
2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18638,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84039
12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49132,0,0,0,0,0,0,0,0,0,0,0,0.261058,0,1.35691
8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73224,0,0,0.228613,0,0,0,0,0,0,0,0,0,0,3.45153
3,4,9,0.140699,0,0,0,0,0,0,0,0,0,0,0,0,2.07123,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92025
4,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17707,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81741
7,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69195,0,0,0,0,0,0,0,0,0,0,0,0.157274,0,5.803
12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52743,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66474
1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04792,0,0.37027,0,0,0,0,0,0,0,0,0,0,0,6.19794
9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04458,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8867
5,9,7,0,0,0,0,0,0,0,0.116084,0,0,0,0,0,3.86595,0,0,0,0,0,0.162122,0,0,0,0,0,0,0,3.96531
16,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3263,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89076
16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50103,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22796
13,5,2,0,0,0,0,0,0,0,0,0,0,0.557327,0,0,2.49159,0,0,0,0,0,0,0,0,0.574326,0,0,0,0,4.47116
8,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1681,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0143
15,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43772,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48448
11,10,4,0,0,0,0,0.224069,0,0,0,0,0,0,0,0,3.86264,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0314
15,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38781,0,0,0,0,0,0,0,0,1.19906,0,0,0,0,2.88558
8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10479,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06193
8,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10583,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91273
14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798264,0,0,0,0,0,0,0,0,0,0,0,0,0.115186,0.612197
3,8,3,0,0,0,0,0,0,0.22204,0,0,0,0,0,0,1.55069,0,0,0,0,0,0,0,0,0,0.256804,0,0,0,1.87916
5,3,9,0,0,0,0,0,0,0,0.134873,0,0,0,0,0,0.883549,0,0,0,0,0,0,0,0,0,0,0,0.141128,0,4.22246
13,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244816
15,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87578,0,0.514313,0,0,0,0,0,0,0,0,0,0,0,4.05341
11,15,4,0,0,0,0,0,0,0,0,0,0,0.315928,0,0,2.59533,0.909364,0,0,0,0,0,0,0,0,0,0,0,0,5.07437
1,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750193,0,0,0,0,0,0,0,0,0.438087,0,0,0,0,1.7067
3,6,5,0,0,0,0,0.295459,0,0,0,0,0,0,0,0,1.06971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929026
3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55824,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82103
16,15,1,0,0,0,0,0.216136,0,0,0,0,0,0,0,0,1.56792,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4073
3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79327,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98476
8,6,5,0,0,0,0,0,0,0,0,0,0,1.65449,0,0,2.19279,0,0,0,0,0,0,0,0.157843,0,0,0,0,0,3.5385
6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38823,0,0,0,0.174115,0,0,0,0,0,0,0,0,0,1.15461
15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0.294406,0.89718,0,0,0,0,0,0,0,0,0,0.221706,0,0,0,1.02018
8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55571,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69808
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528139
11,8,5,0,0,0,0,0,0,0,0,0,0,0.352784,0,0,2.45837,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58074
11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23841,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13573
5,12,2,0,0,0,0.411592,0.78018,0,0,0,0,0,0,0,0,1.35676,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69927
15,8,9,0,0,0,0,0.193193,0,0,0,0,0,0,0,0,3.6929,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71281
16,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998484
16,2,5,0,0.412816,0,0,0,0,0,0,0,0,0,0,0,1.58678,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84006
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52335,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23642
4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42881,0,0,0,0,0,0,0,0,0.452445,0,0,0,0,4.19269
9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16165,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64608
14,8,3,0,0,0,0,0,0,0,0,0,0,0.939045,0,0,2.3284,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0795
13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29776,0,0,0,0,0,0,0,0,0.261512,0,0,0,0,1.29117
1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71829,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68161
7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18892,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20073
13,3,4,0,0,0,0,0,0,0,0,0,0,0.540038,0,0,2.7109,0,0,0,0,0,0.572275,0,0,0,0,0,0,0,4.07795
14,8,5,0,0,0,0.209707,0,0,0,0,0,0,0,0,0,3.60028,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01788
8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99961,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03212
9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14659,0,0,0,0.157191,0,0,0,0,0,0,0,0,0,2.3325
1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75933,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72331
7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0656,0,0,0,0,0,0,0.294137,0,0,0,0,0,0,1.6702
7,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902082
11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64717,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53478
1,11,5,0,0,0,0,0,0,0,0,0,0,0.273569,0,0,2.44451,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96366
10,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66227,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45773
2,1,5,0,0,0,0,0.350487,0,0,0,0,0,0,0,0,4.97197,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31373
16,9,5,0,0,0,0,0,0,0,0,0,0,0.203709,0,0,1.59909,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53694
2,2,3,0,0,0,0,0.601532,0,0,0,0,0,0,0,0,2.14823,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85631
11,14,4,0,0,0,0,0.361835,0,0,0,0,0,0,0,0,2.20176,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57839
15,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75945,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86243
6,3,2,0,0,0,0,0.593026,0,0,0,0,0,0,0,0,0.662801,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23281
2,10,6,0,0,0,0.119988,0,0,0,0,0,0,0,0,0,5.42924,0.206729,0,0,0,0,0,0,0,0,0,0,0,0,4.78
2,3,7,0,0,0,0,0,0,0,0,0,0,0.31332,0,0,1.27366,0,0,0,0,0,0,0,0,0,0.101578,0,0,0,1.08236
4,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0384,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8621
9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12466,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2003
4,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21596,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31807
8,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46128,0,0,0.581903,0,0,0,0,0,0,0,0,0,0,3.57707
14,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50232,0,0,0.35153,0,0,0,0,0,0,0,0,0,0,2.81347
4,5,4,0,0,0,0,0,0,0,0,0,0,0,0.344373,0,0.353462,0.116492,0,0,0,0,0,0,0,0,0,0,0,0,0.549228
10,3,5,0,0,0,0,0,0,0,0,0,0,0.416474,0,0,0.441714,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71152
10,13,5,0,0,0,0,1.14848,0,0,0,0,0,0,0,0,2.6304,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05354
11,11,1,0,0,0.153302,0,0,0,0,0,0,0,0,0,0,1.47943,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16143
11,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38728,0.238887,0,0,0.32049,0,0,0,0,0.357314,0,0,0,0,2.4425
2,4,3,0,0.159088,0,0,0,0,0,0,0,0,0,0,0,1.67869,0,0,0,0.277939,0,0,0,0,0,0,0,0,0,2.02751
14,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55431,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61073
3,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50007,0,0,0,0,0,0,0,0,0.114385,0,0,0,0,1.63466
11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30266,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04514
2,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28626,0.337832,0,0,0,0,0,0,0,0,0,0,0,0,5.25116
15,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526948,0,0,0,0,0,0,0,0,0,0.220442,0,0,0,0.6377
11,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39221,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50993
8,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493906,0,0.17869,0,0,0,0,0,0,0,0,0,0,0,0.533198
13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29525,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19861
8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49033,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22995
11,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05714,0,0,0,0,0.215132,0,0,0,0,0,0,0,0,1.55398
4,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77893,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85022
11,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60089,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17938
4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72222,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79398
11,2,5,0,0,0,0.172393,0.123791,0,0,0,0,0,0.214057,0,0,2.0693,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19978
15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48145,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12263
7,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41575,0,0,0,0,0,0,0,0,0.557786,0,0,0,0,2.96028
